Name,date of death,date of birth,Place,country,latitude,longitude
Stéphanie Kovacs,,1977-03-03T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Stéphanie Kovacs,,1977-03-03T00:00:00Z,Strasbourg,France,48.573333333333,7.7522222222222
Robert Krantz,,1933-01-01T00:00:00Z,Dudelange,Luxembourg,49.48056,6.0875
Jean-Marie Kreins,,1965,Leuven,Belgium,50.8775,4.704444
Jean-Marie Kreins,,1965,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Jean-Marie Kreins,,1965,Liège,Belgium,50.639722222222225,5.570555555555556
Émile Krier,2002-01-05T00:00:00Z,1949-05-05T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Émile Krier,2002-01-05T00:00:00Z,1949-05-05T00:00:00Z,Bonn,Germany,50.735277777777775,7.102222222222222
Émile Krier,2002-01-05T00:00:00Z,1949-05-05T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Émile Krier,2002-01-05T00:00:00Z,1949-05-05T00:00:00Z,Grevenmacher,Luxembourg,49.680555555556,6.4416666666667
Jean Krier,,1951-12-27T00:00:00Z,Leuven,Belgium,50.8775,4.704444
Jean Krier,,1951-12-27T00:00:00Z,Lyon,France,45.7675,4.835
Jean Krier,,1951-12-27T00:00:00Z,Rome,Italy,41.893055555556,12.482777777778
Jean Krier,,1951-12-27T00:00:00Z,Trier,Germany,49.75565,6.63935
Jean Krier,,1951-12-27T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Jean-Pierre Kunnert,2018-06-11T00:00:00Z,1954-04-01T00:00:00Z,Grevenmacher,Luxembourg,49.680555555556,6.4416666666667
Jean-Pierre Kunnert,2018-06-11T00:00:00Z,1954-04-01T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Jean-Pierre Kunnert,2018-06-11T00:00:00Z,1954-04-01T00:00:00Z,Saarbrücken,Germany,49.233333333333,7
Paul Lafontaine,2024-03-23T00:00:00Z,1948-05-30T00:00:00Z,Esch-sur-Alzette,Luxembourg,49.496944444444,5.9805555555556
Paul Lafontaine,2024-03-23T00:00:00Z,1948-05-30T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Paul Lafontaine,2024-03-23T00:00:00Z,1948-05-30T00:00:00Z,Nancy,France,48.692777777778,6.1836111111111
Paul Lafontaine,2024-03-23T00:00:00Z,1948-05-30T00:00:00Z,Dudelange,Luxembourg,49.48056,6.0875
Alex Langini,,1951-05-08T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Alex Langini,,1951-05-08T00:00:00Z,Trier,Germany,49.75565,6.63935
Abbé François Lascombes,1991-02-19T00:00:00Z,1921-05-28T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Abbé François Lascombes,1991-02-19T00:00:00Z,1921-05-28T00:00:00Z,Dinant,Belgium,50.256388888889,4.9136111111111
Jean Paul Lehners,,1948-04-20T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Jean Paul Lehners,,1948-04-20T00:00:00Z,Strasbourg,France,48.573333333333,7.7522222222222
Jean Paul Lehners,,1948-04-20T00:00:00Z,Vienna,Austria,48.208333333333336,16.3725
Jacques Leider,,1962-01-01T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Jacques Leider,,1962-01-01T00:00:00Z,Naypyidaw,Myanmar,19.7475,96.115
Jacques Leider,,1962-01-01T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Jacques Leider,,1962-01-01T00:00:00Z,Yangon,Myanmar,16.795,96.16
Fabienne Lentz,,1978-11-08T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Fabienne Lentz,,1978-11-08T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Paul Lesch,,1963-09-06T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Nicolas Liez,1890-01-19T00:00:00Z,1836-02-19T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Nicolas Liez,1890-01-19T00:00:00Z,1836-02-19T00:00:00Z,Rédange,France,49.494166666667,5.9194444444444
Raymond Linden,2010-04-08T00:00:00Z,1946-10-05T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Raymond Linden,2010-04-08T00:00:00Z,1946-10-05T00:00:00Z,Perlé,Luxembourg,49.80916666666667,5.766111111111111
Raymond Linden,2010-04-08T00:00:00Z,1946-10-05T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Raymond Linden,2010-04-08T00:00:00Z,1946-10-05T00:00:00Z,Grevenmacher,Luxembourg,49.680555555556,6.4416666666667
Raymond-Joseph Loenertz,1976-08-31T00:00:00Z,1900-06-10T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Raymond-Joseph Loenertz,1976-08-31T00:00:00Z,1900-06-10T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Raymond-Joseph Loenertz,1976-08-31T00:00:00Z,1900-06-10T00:00:00Z,Ettal,Germany,47.566666666667,11.1
Raymond-Joseph Loenertz,1976-08-31T00:00:00Z,1900-06-10T00:00:00Z,Scheyern,Germany,48.5,11.466666666667
Fernand Lorang,2009-07-03T00:00:00Z,1924-06-16T00:00:00Z,Rumelange,Luxembourg,49.459722222222,6.0305555555556
Joseph Lortz,1975-02-21T00:00:00Z,1887-12-13T00:00:00Z,Grevenmacher,Luxembourg,49.680555555556,6.4416666666667
Joseph Lortz,1975-02-21T00:00:00Z,1887-12-13T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Joseph Lortz,1975-02-21T00:00:00Z,1887-12-13T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Joseph Lortz,1975-02-21T00:00:00Z,1887-12-13T00:00:00Z,Fribourg,Switzerland,46.8,7.15
Joseph Lortz,1975-02-21T00:00:00Z,1887-12-13T00:00:00Z,Bonn,Germany,50.735277777777775,7.102222222222222
Joseph Lortz,1975-02-21T00:00:00Z,1887-12-13T00:00:00Z,Würzburg,Germany,49.794444444444,9.9294444444444
Joseph Lortz,1975-02-21T00:00:00Z,1887-12-13T00:00:00Z,Braniewo,Poland,54.38194444444444,19.823611111111113
Joseph Lortz,1975-02-21T00:00:00Z,1887-12-13T00:00:00Z,Münster,Germany,51.9625,7.6255555555556
Jacques Maas,,1957-04-07T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Jacques Maas,,1957-04-07T00:00:00Z,Strasbourg,France,48.573333333333,7.7522222222222
Joseph Maertz,1988-12-18T00:00:00Z,1907-08-08T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Joseph Maertz,1988-12-18T00:00:00Z,1907-08-08T00:00:00Z,Munich,Germany,48.1375,11.575
Joseph Maertz,1988-12-18T00:00:00Z,1907-08-08T00:00:00Z,Vienna,Austria,48.208333333333336,16.3725
Joseph Maertz,1988-12-18T00:00:00Z,1907-08-08T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Benoît Majerus,,1975-11-05T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Benoît Majerus,,1975-11-05T00:00:00Z,Esch-sur-Alzette,Luxembourg,49.496944444444,5.9805555555556
Benoît Majerus,,1975-11-05T00:00:00Z,Brussels,Belgium,50.846666666666664,4.351666666666667
Jean-Marie Majerus,,1959-11-22T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Jean-Marie Majerus,,1959-11-22T00:00:00Z,Ettelbruck,Luxembourg,49.8470016,6.0984659
Jean-Marie Majerus,,1959-11-22T00:00:00Z,Nancy,France,48.692777777778,6.1836111111111
Nicolas Majerus,1964-03-13T00:00:00Z,1892-10-31T00:00:00Z,Useldange,Luxembourg,49.76888888888889,5.980833333333333
Nicolas Majerus,1964-03-13T00:00:00Z,1892-10-31T00:00:00Z,Berlin,Germany,52.516666666667,13.383333333333
Nicolas Majerus,1964-03-13T00:00:00Z,1892-10-31T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Nicolas Majerus,1964-03-13T00:00:00Z,1892-10-31T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Jean Malget,2017-10-10T00:00:00Z,1931-01-23T00:00:00Z,Buschdorf,Luxembourg,49.75,6
Jean Malget,2017-10-10T00:00:00Z,1931-01-23T00:00:00Z,Steinsel,Luxembourg,49.676388888889,6.1236111111111
Jean Malget,2017-10-10T00:00:00Z,1931-01-23T00:00:00Z,Esch-sur-Alzette,Luxembourg,49.496944444444,5.9805555555556
Nicolaus Mameranus,1567-01-01T00:00:00Z,1500-12-06T00:00:00Z,Augsburg,Germany,48.36888888888889,10.897777777777778
Nicolaus Mameranus,1567-01-01T00:00:00Z,1500-12-06T00:00:00Z,Mamer,Luxembourg,49.628333333333,6.0261111111111
Nicolaus Mameranus,1567-01-01T00:00:00Z,1500-12-06T00:00:00Z,Emmerich am Rhein,Germany,51.835,6.2452777777778
Nicolaus Mameranus,1567-01-01T00:00:00Z,1500-12-06T00:00:00Z,Cologne,Germany,50.942222222222,6.9577777777778
Nicolaus Mameranus,1567-01-01T00:00:00Z,1500-12-06T00:00:00Z,Orléans,France,47.902222222222,1.9041666666667
Nicolaus Mameranus,1567-01-01T00:00:00Z,1500-12-06T00:00:00Z,Bordeaux,France,44.837777777778,-0.57944444444444
Michel Margue,,1959-09-28T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Michel Margue,,1959-09-28T00:00:00Z,Strasbourg,France,48.573333333333,7.7522222222222
Michel Margue,,1959-09-28T00:00:00Z,Brussels,Belgium,50.846666666666664,4.351666666666667
Paul Margue,2019-10-27T00:00:00Z,1923-11-19T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Paul Margue,2019-10-27T00:00:00Z,1923-11-19T00:00:00Z,Leuven,Belgium,50.8775,4.704444
Paul Margue,2019-10-27T00:00:00Z,1923-11-19T00:00:00Z,Fribourg,Switzerland,46.8,7.15
Paul Margue,2019-10-27T00:00:00Z,1923-11-19T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Jos Massard,,1944-12-03T00:00:00Z,Tétange,Luxembourg,49.476667,6.039444
Jos Massard,,1944-12-03T00:00:00Z,Esch-sur-Alzette,Luxembourg,49.496944444444,5.9805555555556
Jos Massard,,1944-12-03T00:00:00Z,Strasbourg,France,48.573333333333,7.7522222222222
Jos Massard,,1944-12-03T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Joseph Massarette,1947-10-20T00:00:00Z,1875-03-01T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Joseph Massarette,1947-10-20T00:00:00Z,1875-03-01T00:00:00Z,Esch-sur-Alzette,Luxembourg,49.496944444444,5.9805555555556
Paul Medinger,1939-09-29T00:00:00Z,1883-01-24T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Paul Medinger,1939-09-29T00:00:00Z,1883-01-24T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Paul Medinger,1939-09-29T00:00:00Z,1883-01-24T00:00:00Z,Bonn,Germany,50.735277777777775,7.102222222222222
Paul Medinger,1939-09-29T00:00:00Z,1883-01-24T00:00:00Z,Berlin,Germany,52.516666666667,13.383333333333
Emile-Théodore Melchers,1999-12-27T00:00:00Z,1912-10-08T00:00:00Z,Pétange,Luxembourg,49.556388888889,5.8769444444444
Emile-Théodore Melchers,1999-12-27T00:00:00Z,1912-10-08T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Emile-Théodore Melchers,1999-12-27T00:00:00Z,1912-10-08T00:00:00Z,Brussels,Belgium,50.846666666666664,4.351666666666667
Emile-Théodore Melchers,1999-12-27T00:00:00Z,1912-10-08T00:00:00Z,Weimar,Germany,50.98111111111111,11.329444444444444
Emile-Théodore Melchers,1999-12-27T00:00:00Z,1912-10-08T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Carole Mersch,,1950-02-28T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Carole Mersch,,1950-02-28T00:00:00Z,Dijon,France,47.323055555556,5.0419444444444
Carole Mersch,,1950-02-28T00:00:00Z,Esch-sur-Alzette,Luxembourg,49.496944444444,5.9805555555556
Jules Mersch,1973-05-01T00:00:00Z,1898-03-29T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Joseph Meyers,1964-10-05T00:00:00Z,1900-08-19T00:00:00Z,Rodange,Luxembourg,49.546666666667,5.8397222222222
Joseph Meyers,1964-10-05T00:00:00Z,1900-08-19T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Joseph Meyers,1964-10-05T00:00:00Z,1900-08-19T00:00:00Z,Liège,Belgium,50.639722222222225,5.570555555555556
Mathieu Michel,1880-08-06T00:00:00Z,1820-05-24T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Mathieu Michel,1880-08-06T00:00:00Z,1820-05-24T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Jean Milmeister,2019-11-14T00:00:00Z,1938-01-03T00:00:00Z,Vianden,Luxembourg,49.935,6.20889
Jean Milmeister,2019-11-14T00:00:00Z,1938-01-03T00:00:00Z,Ettelbruck,Luxembourg,49.8470016,6.0984659
Jean Milmeister,2019-11-14T00:00:00Z,1938-01-03T00:00:00Z,Tuntange,Luxembourg,49.71778,6.01028
Régis Moes,,1986-01-01T00:00:00Z,Brussels,Belgium,50.846666666666664,4.351666666666667
Régis Moes,,1986-01-01T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Régis Moes,,1986-01-01T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Edouard Molitor,1999-10-20T00:00:00Z,1912-01-03T00:00:00Z,Ahn,Luxembourg,49.628056,6.422222
Edouard Molitor,1999-10-20T00:00:00Z,1912-01-03T00:00:00Z,Diekirch,Luxembourg,49.86778,6.15583
Prosper Müllendorff,1922-06-28T00:00:00Z,1854-06-26T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Prosper Müllendorff,1922-06-28T00:00:00Z,1854-06-26T00:00:00Z,Cologne,Germany,50.942222222222,6.9577777777778
Prosper Müllendorff,1922-06-28T00:00:00Z,1854-06-26T00:00:00Z,Lomé,Togo,6.13,1.2158333333333333
Prosper Müllendorff,1922-06-28T00:00:00Z,1854-06-26T00:00:00Z,Douala,Cameroon,4.05,9.7
François Müller,1866-10-05T00:00:00Z,1813-04-07T00:00:00Z,Ehlange-sur-Mess,Luxembourg,49.548055555556,6.0147222222222
François Müller,1866-10-05T00:00:00Z,1813-04-07T00:00:00Z,Floreffe,Belgium,50.43666666666667,4.76
François Müller,1866-10-05T00:00:00Z,1813-04-07T00:00:00Z,Dudelange,Luxembourg,49.48056,6.0875
François Müller,1866-10-05T00:00:00Z,1813-04-07T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
François Müller,1866-10-05T00:00:00Z,1813-04-07T00:00:00Z,Diekirch,Luxembourg,49.86778,6.15583
Pierre-Joseph Müller,1978-01-07T00:00:00Z,1894-02-21T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Pierre-Joseph Müller,1978-01-07T00:00:00Z,1894-02-21T00:00:00Z,Diekirch,Luxembourg,49.86778,6.15583
Dominik Konstantin München,1818-12-16T00:00:00Z,1763-06-26T00:00:00Z,Dudeldorf,Germany,49.973888888889,6.6363888888889
Dominik Konstantin München,1818-12-16T00:00:00Z,1763-06-26T00:00:00Z,Ghent,Belgium,51.05361111111111,3.725277777777778
Dominik Konstantin München,1818-12-16T00:00:00Z,1763-06-26T00:00:00Z,Diekirch,Luxembourg,49.86778,6.15583
Dominik Konstantin München,1818-12-16T00:00:00Z,1763-06-26T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Antoine Namur,1869-03-31T00:00:00Z,1812-03-12T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Auguste Neyen,1882-12-01T00:00:00Z,1809-08-12T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Auguste Neyen,1882-12-01T00:00:00Z,1809-08-12T00:00:00Z,Wiltz,Luxembourg,49.96889,5.93194
Auguste Neyen,1882-12-01T00:00:00Z,1809-08-12T00:00:00Z,Liège,Belgium,50.639722222222225,5.570555555555556
Auguste Neyen,1882-12-01T00:00:00Z,1809-08-12T00:00:00Z,Virton,Belgium,49.5675,5.5325
Edouard Oster,1965-10-27T00:00:00Z,1880-04-26T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Joseph Paquet,1858-02-04T00:00:00Z,1804-08-13T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Joseph Paquet,1858-02-04T00:00:00Z,1804-08-13T00:00:00Z,Leuven,Belgium,50.8775,4.704444
Joseph Paquet,1858-02-04T00:00:00Z,1804-08-13T00:00:00Z,Liège,Belgium,50.639722222222225,5.570555555555556
Joseph Paquet,1858-02-04T00:00:00Z,1804-08-13T00:00:00Z,Bonn,Germany,50.735277777777775,7.102222222222222
Michel Pauly,,1952-06-12T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Michel Pauly,,1952-06-12T00:00:00Z,Tübingen,Germany,48.52,9.0555555555556
Michel Pauly,,1952-06-12T00:00:00Z,Trier,Germany,49.75565,6.63935
Robert Philippart,,1960-04-02T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Robert Philippart,,1960-04-02T00:00:00Z,Leuven,Belgium,50.8775,4.704444
Lise Piazza,,1978-01-01T00:00:00Z,Esch-sur-Alzette,Luxembourg,49.496944444444,5.9805555555556
Lise Piazza,,1978-01-01T00:00:00Z,Brussels,Belgium,50.846666666666664,4.351666666666667
Jean-François Pierret,1738-04-23T00:00:00Z,1673-01-01T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Michel Polfer,,1964-06-09T00:00:00Z,Freiburg im Breisgau,Germany,47.995,7.85
Michel Polfer,,1964-06-09T00:00:00Z,Metz,France,49.119722222222,6.1769444444444
Michel Polfer,,1964-06-09T00:00:00Z,Ettelbruck,Luxembourg,49.8470016,6.0984659
Michel Polfer,,1964-06-09T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Marthe Prim-Welter,2010-01-23T00:00:00Z,1910-08-30T00:00:00Z,Junglinster,Luxembourg,49.711111111111,6.2513888888889
Marthe Prim-Welter,2010-01-23T00:00:00Z,1910-08-30T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Marthe Prim-Welter,2010-01-23T00:00:00Z,1910-08-30T00:00:00Z,Schifflange,Luxembourg,49.505555555556,6.0125
Sacha Pulli,,1990-11-21T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Norbert Quintus,,1944-11-11T00:00:00Z,Nancy,France,48.692777777778,6.1836111111111
Norbert Quintus,,1944-11-11T00:00:00Z,Dudelange,Luxembourg,49.48056,6.0875
Norbert Quintus,,1944-11-11T00:00:00Z,Peppange,Luxembourg,49.516666666667,6.1333333333333
Antoinette Reuter,,1951-11-15T00:00:00Z,Toulouse,France,43.60444444444445,1.4433333333333334
Antoinette Reuter,,1951-11-15T00:00:00Z,Lyon,France,45.7675,4.835
Antoinette Reuter,,1951-11-15T00:00:00Z,Esch-sur-Alzette,Luxembourg,49.496944444444,5.9805555555556
Antoinette Reuter,,1951-11-15T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Michel Richartz,,1970-12-31T00:00:00Z,Ettelbruck,Luxembourg,49.8470016,6.0984659
Michel Richartz,,1970-12-31T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Michel Richartz,,1970-12-31T00:00:00Z,Liège,Belgium,50.639722222222225,5.570555555555556
Alphonse Rupprecht,1929-05-25T00:00:00Z,1868-08-31T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Charles Schaack,1925-07-28T00:00:00Z,1867-03-20T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Charles Schaack,1925-07-28T00:00:00Z,1867-03-20T00:00:00Z,Ghent,Belgium,51.05361111111111,3.725277777777778
Charles Schaack,1925-07-28T00:00:00Z,1867-03-20T00:00:00Z,Diekirch,Luxembourg,49.86778,6.15583
Hyacinthe Schaack,1915-06-01T00:00:00Z,1831-07-02T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Hyacinthe Schaack,1915-06-01T00:00:00Z,1831-07-02T00:00:00Z,Ghent,Belgium,51.05361111111111,3.725277777777778
Hyacinthe Schaack,1915-06-01T00:00:00Z,1831-07-02T00:00:00Z,Esch-sur-Alzette,Luxembourg,49.496944444444,5.9805555555556
Hyacinthe Schaack,1915-06-01T00:00:00Z,1831-07-02T00:00:00Z,Capellen,Luxembourg,49.644444444444,5.9897222222222
John Scheid,,1946-05-31T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
John Scheid,,1946-05-31T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
John Scheid,,1946-05-31T00:00:00Z,Strasbourg,France,48.573333333333,7.7522222222222
John Scheid,,1946-05-31T00:00:00Z,Rome,Italy,41.893055555556,12.482777777778
Pol Schiltz,,1942-01-01T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Pol Schiltz,,1942-01-01T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Georges Schmitt,1986-07-14T00:00:00Z,1907-12-19T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Michel Schmitt,2009-10-19T00:00:00Z,1936-03-08T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Michel Schmitt,2009-10-19T00:00:00Z,1936-03-08T00:00:00Z,Fribourg,Switzerland,46.8,7.15
Marc Schoentgen,,1967-01-01T00:00:00Z,Diekirch,Luxembourg,49.86778,6.15583
Marc Schoentgen,,1967-01-01T00:00:00Z,Tübingen,Germany,48.52,9.0555555555556
Marc Schoentgen,,1967-01-01T00:00:00Z,Ettelbruck,Luxembourg,49.8470016,6.0984659
Jean Schoetter,1881-06-14T00:00:00Z,1823-03-31T00:00:00Z,Esch-sur-Sûre,Luxembourg,49.911,5.93467
Jean Schoetter,1881-06-14T00:00:00Z,1823-03-31T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Jean Schoos,2005-04-09T00:00:00Z,1924-06-08T00:00:00Z,Fribourg,Switzerland,46.8,7.15
Jean Schoos,2005-04-09T00:00:00Z,1924-06-08T00:00:00Z,Bonn,Germany,50.735277777777775,7.102222222222222
Jean Schoos,2005-04-09T00:00:00Z,1924-06-08T00:00:00Z,Toulouse,France,43.60444444444445,1.4433333333333334
Jean Schroeder,2024-07-25T00:00:00Z,1947-08-12T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Jean Schroeder,2024-07-25T00:00:00Z,1947-08-12T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Jean Schroeder,2024-07-25T00:00:00Z,1947-08-12T00:00:00Z,Freiburg im Breisgau,Germany,47.995,7.85
Jean Schwindt,,1863-09-27T00:00:00Z,Septfontaines,Luxembourg,49.70111,5.96722
Jean Schwindt,,1863-09-27T00:00:00Z,Namur,Belgium,50.466666666667,4.8666666666667
Jean Schwindt,,1863-09-27T00:00:00Z,Mechelen,Belgium,51.028055555555554,4.480277777777777
Jean Schwindt,,1863-09-27T00:00:00Z,Jambes,Belgium,50.4536,4.8681
Denis Scuto,,1964-11-13T00:00:00Z,Esch-sur-Alzette,Luxembourg,49.496944444444,5.9805555555556
Denis Scuto,,1964-11-13T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Denis Scuto,,1964-11-13T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Denis Scuto,,1964-11-13T00:00:00Z,Brussels,Belgium,50.846666666666664,4.351666666666667
Emile Seiler,2022-09-16T00:00:00Z,1936-07-02T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Emile Seiler,2022-09-16T00:00:00Z,1936-07-02T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Emile Seiler,2022-09-16T00:00:00Z,1936-07-02T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Johannes Sleidanus,1556-10-31T00:00:00Z,1506-01-01T00:00:00Z,Schleiden,Germany,50.533055555556,6.4666666666667
Johannes Sleidanus,1556-10-31T00:00:00Z,1506-01-01T00:00:00Z,Strasbourg,France,48.573333333333,7.7522222222222
Johannes Sleidanus,1556-10-31T00:00:00Z,1506-01-01T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Paul Spang,2009-03-15T00:00:00Z,1922-07-06T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Paul Spang,2009-03-15T00:00:00Z,1922-07-06T00:00:00Z,Zurich,Switzerland,47.37444444444444,8.54111111111111
Paul Spang,2009-03-15T00:00:00Z,1922-07-06T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Paul Spang,2009-03-15T00:00:00Z,1922-07-06T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Joseph Speck,1901-01-04T00:00:00Z,1834-09-13T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Joseph Speck,1901-01-04T00:00:00Z,1834-09-13T00:00:00Z,Trier,Germany,49.75565,6.63935
Joseph Speck,1901-01-04T00:00:00Z,1834-09-13T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Alphonse Sprunck,1983-09-13T00:00:00Z,1896-06-18T00:00:00Z,Erpeldange,Luxembourg,49.5448,6.3266
Alphonse Sprunck,1983-09-13T00:00:00Z,1896-06-18T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Albert Steffen,1962-06-01T00:00:00Z,1884-03-08T00:00:00Z,Capellen,Luxembourg,49.644444444444,5.9897222222222
Albert Steffen,1962-06-01T00:00:00Z,1884-03-08T00:00:00Z,Diekirch,Luxembourg,49.86778,6.15583
Albert Steffen,1962-06-01T00:00:00Z,1884-03-08T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Albert Steffen,1962-06-01T00:00:00Z,1884-03-08T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Albert Steffen,1962-06-01T00:00:00Z,1884-03-08T00:00:00Z,Berlin,Germany,52.516666666667,13.383333333333
Raymond Steil,,1954-12-13T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Aloyse Steinmetz,2015-04-01T00:00:00Z,1920-10-13T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Aloyse Steinmetz,2015-04-01T00:00:00Z,1920-10-13T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Aloyse Steinmetz,2015-04-01T00:00:00Z,1920-10-13T00:00:00Z,Putscheid,Luxembourg,49.95944388888889,6.141388888888889
Aloyse Steinmetz,2015-04-01T00:00:00Z,1920-10-13T00:00:00Z,Rosport,Luxembourg,49.79778,6.50417
Charles Marie Ternes,2004-06-06T00:00:00Z,1939-03-10T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Charles Marie Ternes,2004-06-06T00:00:00Z,1939-03-10T00:00:00Z,Nancy,France,48.692777777778,6.1836111111111
